title,section,clean_title,tokens
MLK III to focus on youth participation in politics as professor of practice,News,mlk iii to focus on youth participation in politics as professor of practice,"['mlk', 'iii', 'focus', 'youth', 'participation', 'politics', 'professor', 'practice']"
Academic and Student Life Committee approves new degree programs in education,News,academic and student life committee approves new degree programs in education,"['academic', 'student', 'life', 'committee', 'approves', 'new', 'degree', 'program', 'education']"
Speakers discuss the future of peace in the Middle East at Old Cabell Hall,News,speakers discuss the future of peace in the middle east at old cabell hall,"['speaker', 'discus', 'future', 'peace', 'middle', 'east', 'old', 'cabell', 'hall']"
Deeds requested a range of records. Here’s what he actually got.,News,deeds requested a range of records heres what he actually got,"['deed', 'requested', 'range', 'record', 'here', 'actually', 'got']"
LIVE TRACKER: Who’s signed the Compact?,News,live tracker whos signed the compact,"['live', 'tracker', 'who', 'signed', 'compact']"
U.Va. representation in Richmond declines following 2025 elections,News,uva representation in richmond declines following  elections,"['uva', 'representation', 'richmond', 'decline', 'following', 'election']"
"Dean Rucker honored with Z Society’s highest honor, Pale Z Award",News,dean rucker honored with z societys highest honor pale z award,"['dean', 'rucker', 'honored', 'z', 'society', 'highest', 'honor', 'pale', 'z', 'award']"
Ken Ono shares his path to becoming an expert of mathematics,News,ken ono shares his path to becoming an expert of mathematics,"['ken', 'ono', 'share', 'path', 'becoming', 'expert', 'mathematics']"
"Audit, Compliance and Risk Committee discusses incident reporting and compliance",News,audit compliance and risk committee discusses incident reporting and compliance,"['audit', 'compliance', 'risk', 'committee', 'discusses', 'incident', 'reporting', 'compliance']"
A look at the Charlottesville City Council’s work over the summer,News,a look at the charlottesville city councils work over the summer,"['look', 'charlottesville', 'city', 'council', 'work', 'summer']"
"Where does the Student Council budget come from, and how is it allocated?",News,where does the student council budget come from and how is it allocated,"['student', 'council', 'budget', 'come', 'allocated']"
"University to host nearly 2,400 family members for Family Weekend 2024",News,university to host nearly  family members for family weekend ,"['university', 'host', 'nearly', 'family', 'member', 'family', 'weekend']"
Honor Committee adjusts panel scheduling and discusses term goals for subcommittees,News,honor committee adjusts panel scheduling and discusses term goals for subcommittees,"['honor', 'committee', 'adjusts', 'panel', 'scheduling', 'discusses', 'term', 'goal', 'subcommittee']"
Full Board hears from Mahoney on Justice Department agreement and research at U.Va.,News,full board hears from mahoney on justice department agreement and research at uva,"['full', 'board', 'hears', 'mahoney', 'justice', 'department', 'agreement', 'research', 'uva']"
Faculty Senate Executives hear from Rector Sheridan and Vice Rector Wilkinson,News,faculty senate executives hear from rector sheridan and vice rector wilkinson,"['faculty', 'senate', 'executive', 'hear', 'rector', 'sheridan', 'vice', 'rector', 'wilkinson']"
"Full Board approves policy on institutional neutrality, discusses development goals",News,full board approves policy on institutional neutrality discusses development goals,"['full', 'board', 'approves', 'policy', 'institutional', 'neutrality', 'discusses', 'development', 'goal']"
Honor Committee proposes procedural improvements and discusses Honor Week events,News,honor committee proposes procedural improvements and discusses honor week events,"['honor', 'committee', 'proposes', 'procedural', 'improvement', 'discusses', 'honor', 'week', 'event']"
"Student Council passes summer budget, bill supporting allergy policy reform",News,student council passes summer budget bill supporting allergy policy reform,"['student', 'council', 'pass', 'summer', 'budget', 'bill', 'supporting', 'allergy', 'policy', 'reform']"
Honor Committee talks providing greater clarity for students navigating the case process,News,honor committee talks providing greater clarity for students navigating the case process,"['honor', 'committee', 'talk', 'providing', 'greater', 'clarity', 'student', 'navigating', 'case', 'process']"
The Cavalier Daily elects editors for its 137th term,News,the cavalier daily elects editors for its th term,"['cavalier', 'daily', 'elect', 'editor', 'th', 'term']"
A cornerstone of the community — local businesses make a return to the Corner,News,a cornerstone of the community  local businesses make a return to the corner,"['cornerstone', 'community', 'local', 'business', 'make', 'return', 'corner']"
Professors speak about leading productive dialogue on Israel-Hamas war,News,professors speak about leading productive dialogue on israelhamas war,"['professor', 'speak', 'leading', 'productive', 'dialogue', 'israelhamas', 'war']"
Gov. Youngkin fires appointee Bert Ellis from Board of Visitors,News,gov youngkin fires appointee bert ellis from board of visitors,"['gov', 'youngkin', 'fire', 'appointee', 'bert', 'elli', 'board', 'visitor']"
Buildings and Grounds Committee passes Steele Wing Renovation,News,buildings and grounds committee passes steele wing renovation,"['building', 'ground', 'committee', 'pass', 'steele', 'wing', 'renovation']"
Shots fired incident reported on 100 block of Stewart Circle,News,shots fired incident reported on  block of stewart circle,"['shot', 'fired', 'incident', 'reported', 'block', 'stewart', 'circle']"
‘There is just one Governor’: Youngkin accuses Spanberger of overreach in presidential search,News,there is just one governor youngkin accuses spanberger of overreach in presidential search,"['one', 'governor', 'youngkin', 'accuses', 'spanberger', 'overreach', 'presidential', 'search']"
Remembering a tragedy: A look at the aftermath of Nov. 13 over the past year,News,remembering a tragedy a look at the aftermath of nov  over the past year,"['remembering', 'tragedy', 'look', 'aftermath', 'nov', 'past', 'year']"
New residential college policy prioritizes rising second-years in rehousing assignments,News,new residential college policy prioritizes rising secondyears in rehousing assignments,"['new', 'residential', 'college', 'policy', 'prioritizes', 'rising', 'secondyears', 'rehousing', 'assignment']"
Students and alumni reflect on Ryan’s impact in the arts,News,students and alumni reflect on ryans impact in the arts,"['student', 'alumnus', 'reflect', 'ryans', 'impact', 'art']"
Spanberger shares hope of sweeping victory to Albemarle Democrats,News,spanberger shares hope of sweeping victory to albemarle democrats,"['spanberger', 'share', 'hope', 'sweeping', 'victory', 'albemarle', 'democrat']"
University Transit Service makes efforts to enhance transit safety,News,university transit service makes efforts to enhance transit safety,"['university', 'transit', 'service', 'make', 'effort', 'enhance', 'transit', 'safety']"
Out-of-state students endured a series of obstacles in obtaining absentee ballots,News,outofstate students endured a series of obstacles in obtaining absentee ballots,"['outofstate', 'student', 'endured', 'series', 'obstacle', 'obtaining', 'absentee', 'ballot']"
University Police arrest suspect for two March burglaries at Sigma Nu fraternity house,News,university police arrest suspect for two march burglaries at sigma nu fraternity house,"['university', 'police', 'arrest', 'suspect', 'two', 'march', 'burglary', 'sigma', 'nu', 'fraternity', 'house']"
Shots fired reported on 800 block of Hardy Drive,News,shots fired reported on  block of hardy drive,"['shot', 'fired', 'reported', 'block', 'hardy', 'drive']"
Letter from 12 deans to Board of Visitors goes unanswered for almost two weeks,News,letter from  deans to board of visitors goes unanswered for almost two weeks,"['letter', 'dean', 'board', 'visitor', 'go', 'unanswered', 'almost', 'two', 'week']"
Memorial Gymnasium renovations cause increased demand at other gyms,News,memorial gymnasium renovations cause increased demand at other gyms,"['memorial', 'gymnasium', 'renovation', 'cause', 'increased', 'demand', 'gym']"
STEM organizations host Neuroscience Outreach Fair for local K-12 students,News,stem organizations host neuroscience outreach fair for local k students,"['stem', 'organization', 'host', 'neuroscience', 'outreach', 'fair', 'local', 'k', 'student']"
U.Va. suspends admissions tours led by the University Guides Service,News,uva suspends admissions tours led by the university guides service,"['uva', 'suspends', 'admission', 'tour', 'led', 'university', 'guide', 'service']"
Political groups on Grounds mobilize for gubernatorial race,News,political groups on grounds mobilize for gubernatorial race,"['political', 'group', 'ground', 'mobilize', 'gubernatorial', 'race']"
Election 2024' and more — U.Va. offers special classes ahead of presidential contest,News,election  and more  uva offers special classes ahead of presidential contest,"['election', 'uva', 'offer', 'special', 'class', 'ahead', 'presidential', 'contest']"
University sees rise in flu and norovirus since start of semester,News,university sees rise in flu and norovirus since start of semester,"['university', 'see', 'rise', 'flu', 'norovirus', 'since', 'start', 'semester']"
U.Va. prepares submission for reaffirmation of accreditation amidst turmoil,News,uva prepares submission for reaffirmation of accreditation amidst turmoil,"['uva', 'prepares', 'submission', 'reaffirmation', 'accreditation', 'amidst', 'turmoil']"
Faculty members express deep concern over President Ryan’s resignation,News,faculty members express deep concern over president ryans resignation,"['faculty', 'member', 'express', 'deep', 'concern', 'president', 'ryans', 'resignation']"
Lisa Kopelnik reflects on her term as BOV student representative,News,lisa kopelnik reflects on her term as bov student representative,"['lisa', 'kopelnik', 'reflects', 'term', 'bov', 'student', 'representative']"
Aggravated assault incident reported near intersection of 14th Street and Grady Avenue,News,aggravated assault incident reported near intersection of th street and grady avenue,"['aggravated', 'assault', 'incident', 'reported', 'near', 'intersection', 'th', 'street', 'grady', 'avenue']"
U.Va. among nine universities offered to join initiative led by Trump administration,News,uva among nine universities offered to join initiative led by trump administration,"['uva', 'among', 'nine', 'university', 'offered', 'join', 'initiative', 'led', 'trump', 'administration']"
"Paul Mahoney, former dean of Law School, selected as interim president",News,paul mahoney former dean of law school selected as interim president,"['paul', 'mahoney', 'former', 'dean', 'law', 'school', 'selected', 'interim', 'president']"
"Three years after the Nov. 13 shooting, U.Va. has reshaped safety systems",News,three years after the nov  shooting uva has reshaped safety systems,"['three', 'year', 'nov', 'shooting', 'uva', 'reshaped', 'safety', 'system']"
From the archives: Nov. 11 – Nov. 17,News,from the archives nov   nov ,"['archive', 'nov', 'nov']"
Professor and researcher Daniel Flannery discusses youth violence and prevention,News,professor and researcher daniel flannery discusses youth violence and prevention,"['professor', 'researcher', 'daniel', 'flannery', 'discusses', 'youth', 'violence', 'prevention']"
"Despite calls for a pause, presidential search committee says it will continue",News,despite calls for a pause presidential search committee says it will continue,"['despite', 'call', 'pause', 'presidential', 'search', 'committee', 'say', 'continue']"
Burglary reported on 100 block of Culbreth Road,News,burglary reported on  block of culbreth road,"['burglary', 'reported', 'block', 'culbreth', 'road']"
"Full Board discusses divestment referendum, student self-governance at Board of Visitors meeting",News,full board discusses divestment referendum student selfgovernance at board of visitors meeting,"['full', 'board', 'discusses', 'divestment', 'referendum', 'student', 'selfgovernance', 'board', 'visitor', 'meeting']"
"Presidential search committee holds first meeting, introduces search firm",News,presidential search committee holds first meeting introduces search firm,"['presidential', 'search', 'committee', 'hold', 'first', 'meeting', 'introduces', 'search', 'firm']"
From the Archives: Easters (April 7  — April 13),News,from the archives easters april    april ,"['archive', 'easter', 'april', 'april']"
Student Council and Faculty Senate host rally for community solidarity,News,student council and faculty senate host rally for community solidarity,"['student', 'council', 'faculty', 'senate', 'host', 'rally', 'community', 'solidarity']"
Board of Visitors to close out year as incoming governor prepares new appointments,News,board of visitors to close out year as incoming governor prepares new appointments,"['board', 'visitor', 'close', 'year', 'incoming', 'governor', 'prepares', 'new', 'appointment']"
Academic and Student Life Committee discusses research funding and AI,News,academic and student life committee discusses research funding and ai,"['academic', 'student', 'life', 'committee', 'discusses', 'research', 'funding', 'ai']"
Student Council hears presentation from Dean of Students Nicole Hall,News,student council hears presentation from dean of students nicole hall,"['student', 'council', 'hears', 'presentation', 'dean', 'student', 'nicole', 'hall']"
"Advancement Committee discusses Honor the Future campaign, alumni engagement",News,advancement committee discusses honor the future campaign alumni engagement,"['advancement', 'committee', 'discusses', 'honor', 'future', 'campaign', 'alumnus', 'engagement']"
"U.Va. cancels classes after 12:30 p.m. Wednesday, delays until noon Thursday",News,uva cancels classes after  pm wednesday delays until noon thursday,"['uva', 'cancel', 'class', 'pm', 'wednesday', 'delay', 'noon', 'thursday']"
PBS NewsHour correspondent speaks on bringing humanity to international conflict,News,pbs newshour correspondent speaks on bringing humanity to international conflict,"['pb', 'newshour', 'correspondent', 'speaks', 'bringing', 'humanity', 'international', 'conflict']"
"Two university presidents under pressure — one resigned, one got a raise",News,two university presidents under pressure  one resigned one got a raise,"['two', 'university', 'president', 'pressure', 'one', 'resigned', 'one', 'got', 'raise']"
Paul Cherukuri leads U.Va.’s entrepreneurship strategy as its first chief innovation officer,News,paul cherukuri leads uvas entrepreneurship strategy as its first chief innovation officer,"['paul', 'cherukuri', 'lead', 'uvas', 'entrepreneurship', 'strategy', 'first', 'chief', 'innovation', 'officer']"
Virginia International Crisis Simulation goes interstellar with Star Wars and other unique themes,News,virginia international crisis simulation goes interstellar with star wars and other unique themes,"['virginia', 'international', 'crisis', 'simulation', 'go', 'interstellar', 'star', 'war', 'unique', 'theme']"
University terminates Theta Chi’s FOA after hazing incidents,News,university terminates theta chis foa after hazing incidents,"['university', 'terminates', 'theta', 'chi', 'foa', 'hazing', 'incident']"
U.Va. moves December Board of Visitors meetings to Boar’s Head Resort,News,uva moves december board of visitors meetings to boars head resort,"['uva', 'move', 'december', 'board', 'visitor', 'meeting', 'boar', 'head', 'resort']"
Supreme Court Justice Ketanji Brown Jackson reflects on her educational upbringing,News,supreme court justice ketanji brown jackson reflects on her educational upbringing,"['supreme', 'court', 'justice', 'ketanji', 'brown', 'jackson', 'reflects', 'educational', 'upbringing']"
Valentina Mendoza Gonzalez inaugurated as 2024-25 Student Council President,News,valentina mendoza gonzalez inaugurated as  student council president,"['valentina', 'mendoza', 'gonzalez', 'inaugurated', 'student', 'council', 'president']"
U.Va. Board of Visitors engaged outside counsel three days prior to Ryan’s resignation,News,uva board of visitors engaged outside counsel three days prior to ryans resignation,"['uva', 'board', 'visitor', 'engaged', 'outside', 'counsel', 'three', 'day', 'prior', 'ryans', 'resignation']"
Students express contentment with new Stellic advising program,News,students express contentment with new stellic advising program,"['student', 'express', 'contentment', 'new', 'stellic', 'advising', 'program']"
Nov. 13 shooter given maximum penalty of five life sentences plus 23 years,News,nov  shooter given maximum penalty of five life sentences plus  years,"['nov', 'shooter', 'given', 'maximum', 'penalty', 'five', 'life', 'sentence', 'plus', 'year']"
"Board defends DEI decision, avoids questions about DOJ in letter to Virginia GA",News,board defends dei decision avoids questions about doj in letter to virginia ga,"['board', 'defends', 'dei', 'decision', 'avoids', 'question', 'doj', 'letter', 'virginia', 'ga']"
Committee on the College at Wise discuss successes despite worries about enrollment,News,committee on the college at wise discuss successes despite worries about enrollment,"['committee', 'college', 'wise', 'discus', 'success', 'despite', 'worry', 'enrollment']"
2024 Elections — live updates and results,News, elections  live updates and results,"['election', 'live', 'update', 'result']"
Halfway there — a progress report of U.Va.’s 2030 Plan,News,halfway there  a progress report of uvas  plan,"['halfway', 'progress', 'report', 'uvas', 'plan']"
Virginia Senate threatens consequences if U.Va. Board chooses a new president,News,virginia senate threatens consequences if uva board chooses a new president,"['virginia', 'senate', 'threatens', 'consequence', 'uva', 'board', 'chooses', 'new', 'president']"
UJC continues to see uptick in Standard 1 and 2 violations,News,ujc continues to see uptick in standard  and  violations,"['ujc', 'continues', 'see', 'uptick', 'standard', 'violation']"
"Buildings and Grounds Committee discusses sustainability initiatives, ongoing projects",News,buildings and grounds committee discusses sustainability initiatives ongoing projects,"['building', 'ground', 'committee', 'discusses', 'sustainability', 'initiative', 'ongoing', 'project']"
Changes to student IDs coming Jan. 1 encourage students to switch to mobile IDs,News,changes to student ids coming jan  encourage students to switch to mobile ids,"['change', 'student', 'id', 'coming', 'jan', 'encourage', 'student', 'switch', 'mobile', 'id']"
"Honor Committee introduces appeal investigator, considers vacancy policy",News,honor committee introduces appeal investigator considers vacancy policy,"['honor', 'committee', 'introduces', 'appeal', 'investigator', 'considers', 'vacancy', 'policy']"
Finance Committee approves motion to require Board approval on SIF awards,News,finance committee approves motion to require board approval on sif awards,"['finance', 'committee', 'approves', 'motion', 'require', 'board', 'approval', 'sif', 'award']"
Is Grounds a food desert?,News,is grounds a food desert,"['ground', 'food', 'desert']"
Academic and Student Life Committee hears presentation on religious belonging,News,academic and student life committee hears presentation on religious belonging,"['academic', 'student', 'life', 'committee', 'hears', 'presentation', 'religious', 'belonging']"
Late President John Casteen remembered at memorial service,News,late president john casteen remembered at memorial service,"['late', 'president', 'john', 'casteen', 'remembered', 'memorial', 'service']"
"Lawn room applications increase, acceptance rate drops to 23.1 percent",News,lawn room applications increase acceptance rate drops to  percent,"['lawn', 'room', 'application', 'increase', 'acceptance', 'rate', 'drop', 'percent']"
Students respond to artificial intelligence in U.Va. Dine,News,students respond to artificial intelligence in uva dine,"['student', 'respond', 'artificial', 'intelligence', 'uva', 'dine']"
Police seek information on Wednesday shooting in Albemarle County,News,police seek information on wednesday shooting in albemarle county,"['police', 'seek', 'information', 'wednesday', 'shooting', 'albemarle', 'county']"
Honor Committee discusses potential changes to its sanctioning process,News,honor committee discusses potential changes to its sanctioning process,"['honor', 'committee', 'discusses', 'potential', 'change', 'sanctioning', 'process']"
University Board of Elections holds runoff election after multiple errant ballots,News,university board of elections holds runoff election after multiple errant ballots,"['university', 'board', 'election', 'hold', 'runoff', 'election', 'multiple', 'errant', 'ballot']"
How does the federal government shutdown affect the University?,News,how does the federal government shutdown affect the university,"['federal', 'government', 'shutdown', 'affect', 'university']"
"Trump’s proposed education changes could disrupt U.Va. research funding, student aid",News,trumps proposed education changes could disrupt uva research funding student aid,"['trump', 'proposed', 'education', 'change', 'could', 'disrupt', 'uva', 'research', 'funding', 'student', 'aid']"
"Following Ryan’s resignation, community initiatives remain in limbo",News,following ryans resignation community initiatives remain in limbo,"['following', 'ryans', 'resignation', 'community', 'initiative', 'remain', 'limbo']"
Archivist Report on Jim Ryan,News,archivist report on jim ryan,"['archivist', 'report', 'jim', 'ryan']"
Virginia primary elections feature contested race for Democratic Lt. Gov. candidate,News,virginia primary elections feature contested race for democratic lt gov candidate,"['virginia', 'primary', 'election', 'feature', 'contested', 'race', 'democratic', 'lt', 'gov', 'candidate']"
